,Token Name,File Name,ape,background,eyes,glasses,jewelry,headwear,mouth,outfit
1883,ArtsyApe 1883,artsyape-1883.jpeg,Robin,Rainbow,Orange And Blue,Green Cybernetic Visor,Bitcoin Chain,Captain's Hat,Ganja,Banana Bonanza Hoodie
1884,ArtsyApe 1884,artsyape-1884.jpeg,Albert,Deep Blue,Orange And Blue,Orange Shades,None,None,Pizza,_APES_ Sweater
1885,ArtsyApe 1885,artsyape-1885.jpeg,Albert,Deep Green,Orange And Blue,Deal With It,Double Ear Piercing,None,Nothing,"3,3 Tee"
1886,ArtsyApe 1886,artsyape-1886.jpeg,Gordo,Abstract Red_Blue,Grey And Yellow,Clear Lenses Round,Jägermeister Chain,None,Cigarette,Plain White Shirt
1887,ArtsyApe 1887,artsyape-1887.jpeg,Lou,Gold Flakes,Yellow And Blue,3D,None,None,Bubblegum,Joker Suit
1888,ArtsyApe 1888,artsyape-1888.jpeg,Whitney,Sunny Beach,Grey And Yellow,Deal With It,None,None,Nothing,"3,3 Tee"
1889,ArtsyApe 1889,artsyape-1889.jpeg,Gordo,Gold Flakes,Orange And Blue,None,Golden Earring,None,Lollipop,Stebo Sweater
1890,ArtsyApe 1890,artsyape-1890.jpeg,Ham,Red & Green Aura,Blue And Orange,Orange Shades,None,None,Nothing,White Plain Tee
1891,ArtsyApe 1891,artsyape-1891.jpeg,Lou,Deep Blue,Blue And Orange,Deal With It,Golden Nose Ring,Captain's Hat,Respirator,Ripped Black Shirt
1892,ArtsyApe 1892,artsyape-1892.jpeg,Jeff,Matrix,Green And Orange,None,None,Captain's Hat,Party Whistle,Hawaii Shirt
1893,ArtsyApe 1893,artsyape-1893.jpeg,Jeff,Abstract Red_Blue,Brown And Orange,Space Comms Gadget,Silver Necklace,Chef's Hat,Cigar,_APES_ Sweater
1894,ArtsyApe 1894,artsyape-1894.jpeg,Juanita,Matrix,Purple And Green,None,Cross Necklace,Chef's Hat,Nothing,_APES_ Sweater
1895,ArtsyApe 1895,artsyape-1895.jpeg,Whitney,Space Silver,Grey And Yellow,None,Jägermeister Chain,Propeller Hat,Nothing,Go ***** Yourself Tee
1896,ArtsyApe 1896,artsyape-1896.jpeg,Bruno,Mountains,Grey And Yellow,Orange Shades,None,None,Nothing,"3,3 Tee"
1897,ArtsyApe 1897,artsyape-1897.jpeg,Albert,Abstract Red_Blue,Blue And Orange,None,None,None,Lollipop,Ethereum Hoodie
1898,ArtsyApe 1898,artsyape-1898.jpeg,Gordo,Sunny Beach,Purple And Green,3D,Double Ear Piercing,None,Pizza,ApeCoin Tee
1899,ArtsyApe 1899,artsyape-1899.jpeg,Robin,Deep Green,Yellow And Blue,Orange Shades,None,Jägermeister Cap,None,Jägermeister Hoodie
1900,ArtsyApe 1900,artsyape-1900.jpeg,Bruno,Space Silver,Brown And Orange,None,Cross Earring,Reverse Hat,Nothing,Fantom Sweater
1901,ArtsyApe 1901,artsyape-1901.jpeg,Robin,Rainbow,Yellow And Blue,None,None,Propeller Hat,Nothing,Thorchain Hoodie & Jacket
1902,ArtsyApe 1902,artsyape-1902.jpeg,Jeff,Abstract Red_Blue,Yellow And Blue,Heart Sunglasses,Double Ear Piercing,None,Nothing,Stebo Tee
1903,ArtsyApe 1903,artsyape-1903.jpeg,Ham,Half-Sprayed Wall,Brown And Orange,None,None,None,Nothing,White Shirt & Blue Tie
1904,ArtsyApe 1904,artsyape-1904.jpeg,Bruno,Gold Flakes,Green And Orange,None,None,None,Nothing,Ripped Black Shirt
1905,ArtsyApe 1905,artsyape-1905.jpeg,Bruno,Gold Flakes,Orange And Blue,Deal With It,None,Chef's Hat,Nothing,Clown Suit
1906,ArtsyApe 1906,artsyape-1906.jpeg,Lou,Deep Green,Green And Orange,Clear Lenses Round,None,None,Lollipop,Stebo Sweater
1907,ArtsyApe 1907,artsyape-1907.jpeg,Lou,Deep Blue,Green And Orange,3D,Golden Eyebrow Piercing,None,Bubblegum,Rich Old White Male Tee
1908,ArtsyApe 1908,artsyape-1908.jpeg,Lou,Gold Flakes,Blue And Orange,None,Golden Earring,Chef's Hat,Nothing,None
1909,ArtsyApe 1909,artsyape-1909.jpeg,Ham,Space Silver,Yellow And Blue,Orange Shades,Cross Necklace,None,Cigar,Black Tee
1910,ArtsyApe 1910,artsyape-1910.jpeg,Robin,Half-Sprayed Wall,Blue And Orange,3D,None,Devil Horns,Ganja,Omega Hoodie
1911,ArtsyApe 1911,artsyape-1911.jpeg,Robin,Red & Green Aura,Grey And Yellow,Deal With It,Septum Piercing,None,Party Whistle,Jägermeister Hoodie
1912,ArtsyApe 1912,artsyape-1912.jpeg,Whitney,Deep Green,Orange And Blue,None,Golden Nose Ring,None,Ganja,ArtsyApes Tee
1913,ArtsyApe 1913,artsyape-1913.jpeg,Bruno,Deep Green,Purple And Green,None,None,ArtsyApes Cap,Nothing,Green Puffer Jacket
1914,ArtsyApe 1914,artsyape-1914.jpeg,Ham,Rainbow,Grey And Yellow,Orange Shades,None,Visor Cap,Nothing,Banana Bonanza Hoodie
1915,ArtsyApe 1915,artsyape-1915.jpeg,Whitney,Sprayed Wall,Yellow And Blue,3D,Septum Piercing,None,Nothing,_APES_ Sweater
1916,ArtsyApe 1916,artsyape-1916.jpeg,Ham,Abstract White_Blue,Yellow And Blue,None,None,None,Nothing,Dappimg Tee
1917,ArtsyApe 1917,artsyape-1917.jpeg,Whitney,Bright Sky,Purple And Green,None,None,Captain's Hat,Nothing,Black Tee
1918,ArtsyApe 1918,artsyape-1918.jpeg,Albert,Deep Green,Blue And Orange,3D,Silver Necklace,Devil Horns,Lollipop,Black Waistcoat
1919,ArtsyApe 1919,artsyape-1919.jpeg,Robin,Red & Green Aura,Yellow And Blue,None,None,Santa Hat,Bubblegum,Rich Old White Male Tee
1920,ArtsyApe 1920,artsyape-1920.jpeg,Whitney,Space Gold,Yellow And Blue,Deal With It,Cross Necklace,Propeller Hat,Nothing,_APES_ Sweater
1921,ArtsyApe 1921,artsyape-1921.jpeg,Bruno,Rainbow,Blue And Orange,Orange Shades,None,None,Pizza,Stebo Tee
1922,ArtsyApe 1922,artsyape-1922.jpeg,Jeff,Deep Green,Orange And Blue,None,None,Orange Beanie,Nothing,Thorchain Hoodie & Jacket
1923,ArtsyApe 1923,artsyape-1923.jpeg,Lou,Rainbow,Green And Orange,Clear Lenses Round,Jägermeister Chain,None,Nothing,None
1924,ArtsyApe 1924,artsyape-1924.jpeg,Albert,Brick Wall,Grey And Yellow,None,None,Visor Cap,Nothing,Captain's Outfit
1925,ArtsyApe 1925,artsyape-1925.jpeg,Robin,Half-Sprayed Wall,Orange And Blue,Flower Power,None,None,Nothing,"3,3 Tee"
1926,ArtsyApe 1926,artsyape-1926.jpeg,Juanita,Abstract White_Blue,Orange And Blue,None,Bitcoin Chain,Captain's Hat,Nothing,Stebo Sweater
1927,ArtsyApe 1927,artsyape-1927.jpeg,Ham,Half-Sprayed Wall,Orange And Blue,Orange Shades,None,ArtsyApes Cap,Party Whistle,Thorchain Hoodie
1928,ArtsyApe 1928,artsyape-1928.jpeg,Turned,Gold Flakes,Loose,Green Cybernetic Visor,None,None,Nothing,SciFi Space Suit
1929,ArtsyApe 1929,artsyape-1929.jpeg,Lou,Space Silver,Orange And Blue,Deal With It,None,None,Nothing,Blue Camo Shirt
1930,ArtsyApe 1930,artsyape-1930.jpeg,Albert,Space Silver,Yellow And Blue,None,None,None,Nothing,Stebo Tee
1931,ArtsyApe 1931,artsyape-1931.jpeg,Juanita,Deep Blue,Grey And Yellow,Heart Sunglasses,Golden Eyebrow Piercing,None,Nothing,Keikogi
1932,ArtsyApe 1932,artsyape-1932.jpeg,Gordo,Abstract Red_Blue,Yellow And Blue,None,None,Visor Cap,Nothing,Hawaii Shirt
1933,ArtsyApe 1933,artsyape-1933.jpeg,Whitney,Rainbow,Grey And Yellow,Heart Sunglasses,None,Clown Wig,Nothing,Stebo Sweater
1934,ArtsyApe 1934,artsyape-1934.jpeg,Juanita,Deep Green,Blue And Orange,None,None,None,Party Whistle,Dappimg Tee
1935,ArtsyApe 1935,artsyape-1935.jpeg,Robin,Sunny Beach,Orange And Blue,None,Golden Nose Ring,Clown Wig,Nothing,Suit & Bow Tie
1936,ArtsyApe 1936,artsyape-1936.jpeg,Gordo,Space Gold,Blue And Orange,None,None,None,Lollipop,Hawaii Shirt
1937,ArtsyApe 1937,artsyape-1937.jpeg,Turned,Matrix,Loose,None,None,None,Pizza,Stebo Tee
1938,ArtsyApe 1938,artsyape-1938.jpeg,Jeff,Abstract White_Blue,Green And Orange,Clear Lenses Round,None,Jägermeister Cap,Party Whistle,Keikogi
1939,ArtsyApe 1939,artsyape-1939.jpeg,Juanita,Ones & Zeros,Orange And Blue,None,None,None,Nothing,Plain White Shirt
1940,ArtsyApe 1940,artsyape-1940.jpeg,Ham,Space Silver,Blue And Orange,None,None,Propeller Hat,Bubblegum,Chef's Jacket
1941,ArtsyApe 1941,artsyape-1941.jpeg,Albert,Half-Sprayed Wall,Orange And Blue,Orange Shades,None,Reverse Hat,Nothing,Stebo Tee
1942,ArtsyApe 1942,artsyape-1942.jpeg,Albert,Half-Sprayed Wall,Blue And Orange,None,None,None,Nothing,Rich Old White Male Tee
1943,ArtsyApe 1943,artsyape-1943.jpeg,Juanita,Gold Flakes,Orange And Blue,None,None,Reverse Hat,Cigarette,Derby Stars Turtleneck
1944,ArtsyApe 1944,artsyape-1944.jpeg,Whitney,Brick Wall,Grey And Yellow,None,None,None,Nothing,Jägermeister Urban Hoodie
1945,ArtsyApe 1945,artsyape-1945.jpeg,Bruno,Space Silver,Orange And Blue,None,Golden Earring,Chef's Hat,Nothing,ArtsyApes Brains Longsleeve
1946,ArtsyApe 1946,artsyape-1946.jpeg,Bruno,Half-Sprayed Wall,Orange And Blue,None,None,Gold Halo,Nothing,"3,3 Tee"
1947,ArtsyApe 1947,artsyape-1947.jpeg,Whitney,Sprayed Wall,Orange And Blue,None,None,None,Nothing,Colorbomb Tee
1948,ArtsyApe 1948,artsyape-1948.jpeg,Whitney,Abstract White_Blue,Blue And Orange,None,Double Ear Piercing,Visor Cap,Nothing,White Plain Tee
1949,ArtsyApe 1949,artsyape-1949.jpeg,Lou,Deep Blue,Orange And Blue,None,None,None,Nothing,Stebo Tee
1950,ArtsyApe 1950,artsyape-1950.jpeg,Robin,Brick Wall,Blue And Orange,None,None,None,Pizza,"3,3 Tee"
1951,ArtsyApe 1951,artsyape-1951.jpeg,Jeff,Half-Sprayed Wall,Yellow And Blue,None,None,None,Nothing,_APES_ Sweater
1952,ArtsyApe 1952,artsyape-1952.jpeg,Bruno,Rainbow,Purple And Green,Heart Sunglasses,Silver Necklace,Orange Beanie,Nothing,"3,3 Tee"
1953,ArtsyApe 1953,artsyape-1953.jpeg,Robin,Bright Sky,Orange And Blue,Orange Shades,None,Red Cap,Nothing,None
1954,ArtsyApe 1954,artsyape-1954.jpeg,Ham,Half-Sprayed Wall,Orange And Blue,None,None,Clown Wig,Nothing,Green Puffer Jacket
1955,ArtsyApe 1955,artsyape-1955.jpeg,Albert,Bright Sky,Green And Orange,None,Rose Necklace,None,Nothing,Hawaii Shirt
1956,ArtsyApe 1956,artsyape-1956.jpeg,Jeff,Deep Green,Green And Orange,None,None,None,Nothing,"3,3 Tee"
1957,ArtsyApe 1957,artsyape-1957.jpeg,Juanita,Sprayed Wall,Blue And Orange,Clear Lenses Round,None,Clown Wig,Nothing,Luna Tee
1958,ArtsyApe 1958,artsyape-1958.jpeg,Whitney,Matrix,Brown And Orange,None,Bitcoin Chain,Beer Helmet,Nothing,"3,3 Tee"
1959,ArtsyApe 1959,artsyape-1959.jpeg,Juanita,Deep Green,Purple And Green,None,None,Devil Horns,Nothing,ArtsyApes Tee
1960,ArtsyApe 1960,artsyape-1960.jpeg,Gordo,Deep Blue,Blue And Orange,None,None,Captain's Hat,Nothing,Joker Suit
1961,ArtsyApe 1961,artsyape-1961.jpeg,Juanita,Rainbow,Blue And Orange,None,None,Gold Halo,Nothing,Blue Jacket
1962,ArtsyApe 1962,artsyape-1962.jpeg,Lou,Half-Sprayed Wall,Orange And Blue,None,None,None,Nothing,Blue Camo Shirt
1963,ArtsyApe 1963,artsyape-1963.jpeg,Gordo,Rainbow,Orange And Blue,Deal With It,Golden Earring,Gold Crown,Nothing,Clown Suit
1964,ArtsyApe 1964,artsyape-1964.jpeg,Ham,Space Gold,Blue And Orange,Deal With It,Golden Nose Ring,None,Respirator,Joker Suit
1965,ArtsyApe 1965,artsyape-1965.jpeg,Jeff,Space Silver,Yellow And Blue,None,None,Orange Beanie,Nothing,Plain White Shirt
1966,ArtsyApe 1966,artsyape-1966.jpeg,Albert,Half-Sprayed Wall,Yellow And Blue,None,None,Jägermeister Cap,Party Whistle,Thorchain Hoodie & Jacket
1967,ArtsyApe 1967,artsyape-1967.jpeg,Whitney,Mountains,Grey And Yellow,Clear Lenses Round,Cross Necklace,None,Nothing,Go ***** Yourself Tee
1968,ArtsyApe 1968,artsyape-1968.jpeg,Lou,Half-Sprayed Wall,Grey And Yellow,Flower Power,None,Visor Cap,Nothing,White Tee Blue Shirt
1969,ArtsyApe 1969,artsyape-1969.jpeg,Whitney,Bright Sky,Green And Orange,None,None,None,Lollipop,None
1970,ArtsyApe 1970,artsyape-1970.jpeg,Jeff,Abstract Red_Blue,Blue And Orange,Heart Sunglasses,None,Clown Wig,Nothing,Suit & Bow Tie
1971,ArtsyApe 1971,artsyape-1971.jpeg,Gordo,Half-Sprayed Wall,Blue And Orange,None,Double Ear Piercing,Beer Helmet,Nothing,Colorbomb Tee
1972,ArtsyApe 1972,artsyape-1972.jpeg,Robin,Red & Green Aura,Blue And Orange,None,None,Beer Helmet,Nothing,Stebo Tee
1973,ArtsyApe 1973,artsyape-1973.jpeg,Albert,Bright Sky,Orange And Blue,3D,Septum Piercing,None,Nothing,Ethereum Hoodie
1974,ArtsyApe 1974,artsyape-1974.jpeg,Juanita,Rainbow,Grey And Yellow,None,None,Propeller Hat,Nothing,"3,3 Tee"
1975,ArtsyApe 1975,artsyape-1975.jpeg,Robin,Brick Wall,Yellow And Blue,Deal With It,None,None,Lollipop,Joker Suit
1976,ArtsyApe 1976,artsyape-1976.jpeg,Juanita,Bright Sky,Orange And Blue,None,None,Jägermeister Cap,Nothing,Thorchain Hoodie & Jacket
1977,ArtsyApe 1977,artsyape-1977.jpeg,Lou,Abstract Red_Blue,Brown And Orange,None,None,None,Bubblegum,ApeCoin Tee
1978,ArtsyApe 1978,artsyape-1978.jpeg,Jeff,Sprayed Wall,Yellow And Blue,None,None,Clown Wig,Nothing,Joker Suit
1979,ArtsyApe 1979,artsyape-1979.jpeg,Albert,Brick Wall,Blue And Orange,None,None,None,Nothing,Ethereum Hoodie
1980,ArtsyApe 1980,artsyape-1980.jpeg,Lou,Space Silver,Orange And Blue,None,None,None,Bubblegum,Thorchain Hoodie & Jacket
1981,ArtsyApe 1981,artsyape-1981.jpeg,Jeff,Sprayed Wall,Orange And Blue,None,None,Captain's Hat,Respirator,"3,3 Tee"
1982,ArtsyApe 1982,artsyape-1982.jpeg,Robin,Red & Green Aura,Brown And Orange,Orange Shades,None,None,Nothing,Thorchain Hoodie & Jacket
1983,ArtsyApe 1983,artsyape-1983.jpeg,Whitney,Deep Green,Orange And Blue,None,None,Reverse Hat,Party Whistle,Black Tee
1984,ArtsyApe 1984,artsyape-1984.jpeg,Bruno,Abstract Red_Blue,Blue And Orange,Deal With It,Jägermeister Chain,None,Nothing,Stebo Tee
1985,ArtsyApe 1985,artsyape-1985.jpeg,Gordo,Abstract White_Blue,Blue And Orange,None,None,Reverse Hat,Nothing,ArtsyApes Tee
1986,ArtsyApe 1986,artsyape-1986.jpeg,Lou,Brick Wall,Brown And Orange,None,None,Visor Cap,Nothing,Hawaii Shirt
1987,ArtsyApe 1987,artsyape-1987.jpeg,Whitney,Sunny Beach,Brown And Orange,None,None,None,Pizza,ArtsyApes Brains Longsleeve
1988,ArtsyApe 1988,artsyape-1988.jpeg,Lou,Gold Flakes,Purple And Green,None,None,None,Nothing,Ape College Jacket
1989,ArtsyApe 1989,artsyape-1989.jpeg,Ham,Space Silver,Yellow And Blue,None,None,Orange Beanie,Nothing,ArtsyApes Tee
1990,ArtsyApe 1990,artsyape-1990.jpeg,Lou,Abstract Red_Blue,Orange And Blue,None,Double Ear Piercing,None,Nothing,Plain White Shirt
1991,ArtsyApe 1991,artsyape-1991.jpeg,Robin,Brick Wall,Blue And Orange,None,Golden Nose Ring,None,Respirator,Orange Hoodie
1992,ArtsyApe 1992,artsyape-1992.jpeg,Turned,Bright Sky,None,None,None,None,Nothing,Astronaut
1993,ArtsyApe 1993,artsyape-1993.jpeg,Bruno,Deep Green,Brown And Orange,Flower Power,None,Gold Crown,Nothing,"3,3 Tee"
1994,ArtsyApe 1994,artsyape-1994.jpeg,Juanita,Sprayed Wall,Purple And Green,None,None,None,Nothing,Thorchain Hoodie & Jacket
1995,ArtsyApe 1995,artsyape-1995.jpeg,Gordo,Red & Green Aura,Grey And Yellow,None,Septum Piercing,None,Nothing,MVVD Hoodie
1996,ArtsyApe 1996,artsyape-1996.jpeg,Jeff,Sunny Beach,Brown And Orange,Orange Shades,Golden Earring,None,Ganja,Stebo Tee
1997,ArtsyApe 1997,artsyape-1997.jpeg,Gordo,Half-Sprayed Wall,Blue And Orange,None,Golden Nose Ring,Red Cap,Nothing,Black Tee
1998,ArtsyApe 1998,artsyape-1998.jpeg,Jeff,Deep Blue,Purple And Green,None,None,None,Nothing,Guy Fieri Flame Shirt
1999,ArtsyApe 1999,artsyape-1999.jpeg,Lou,Rainbow,Yellow And Blue,None,None,Propeller Hat,Party Whistle,Banana Bonanza Hoodie
2000,ArtsyApe 2000,artsyape-2000.jpeg,Lou,Half-Sprayed Wall,Blue And Orange,None,None,Jägermeister Antlers,Bubblegum,ApeCoin Tee
2001,ArtsyApe 2001,artsyape-2001.jpeg,Albert,Gold Flakes,Blue And Orange,None,None,Gold Crown,Nothing,Catchphrase Ripped Tee
2002,ArtsyApe 2002,artsyape-2002.jpeg,Robin,Space Silver,Green And Orange,None,None,None,Nothing,Colorbomb Tee
2003,ArtsyApe 2003,artsyape-2003.jpeg,Ham,Half-Sprayed Wall,Orange And Blue,None,None,ArtsyApes Cap,Cigar,Stebo Tee
2004,ArtsyApe 2004,artsyape-2004.jpeg,Albert,Red & Green Aura,Yellow And Blue,Heart Sunglasses,None,Jägermeister Cap,Nothing,Dopey Hoodie
2005,ArtsyApe 2005,artsyape-2005.jpeg,Jeff,Brick Wall,Blue And Orange,Orange Shades,None,None,Nothing,Hawaii Shirt
2006,ArtsyApe 2006,artsyape-2006.jpeg,Albert,Red & Green Aura,Green And Orange,None,Golden Earring,None,Nothing,White Plain Tee
2007,ArtsyApe 2007,artsyape-2007.jpeg,Bruno,Sunny Beach,Purple And Green,None,None,Beer Helmet,Nothing,ArtsyApes Basketball Jersey
2008,ArtsyApe 2008,artsyape-2008.jpeg,Jeff,Bright Sky,Blue And Orange,Clear Lenses Round,None,Propeller Hat,Lollipop,Black Tee
2009,ArtsyApe 2009,artsyape-2009.jpeg,Whitney,Red & Green Aura,Orange And Blue,None,None,Propeller Hat,Nothing,Anarchy Jacket
2010,ArtsyApe 2010,artsyape-2010.jpeg,Lou,Rainbow,Green And Orange,None,None,None,Nothing,Black Turtleneck
2011,ArtsyApe 2011,artsyape-2011.jpeg,Whitney,Gold Flakes,Blue And Orange,None,None,Visor Cap,Party Whistle,Luna Tee
2012,ArtsyApe 2012,artsyape-2012.jpeg,Juanita,Gold Flakes,Blue And Orange,None,None,None,Nothing,Plain White Shirt
2013,ArtsyApe 2013,artsyape-2013.jpeg,Whitney,Sprayed Wall,Green And Orange,None,None,Devil Horns,Nothing,Plain White Shirt
2014,ArtsyApe 2014,artsyape-2014.jpeg,Juanita,Matrix,Purple And Green,Flower Power,None,None,Nothing,Luna Tee
2015,ArtsyApe 2015,artsyape-2015.jpeg,Gordo,Mountains,Green And Orange,None,None,Captain's Hat,Nothing,Suit & Bow Tie
2016,ArtsyApe 2016,artsyape-2016.jpeg,Gordo,Ones & Zeros,Green And Orange,None,None,Reverse Hat,Lollipop,Thorchain Hoodie & Jacket
2017,ArtsyApe 2017,artsyape-2017.jpeg,Lou,Deep Green,Grey And Yellow,None,None,Orange Beanie,Nothing,Omega Hoodie
2018,ArtsyApe 2018,artsyape-2018.jpeg,Lou,Deep Blue,Green And Orange,None,Septum Piercing,None,Nothing,Black Waistcoat
2019,ArtsyApe 2019,artsyape-2019.jpeg,Jeff,Red & Green Aura,Orange And Blue,Flower Power,None,Clown Wig,Nothing,"3,3 Tee"
2020,ArtsyApe 2020,artsyape-2020.jpeg,Lou,Ones & Zeros,Blue And Orange,Orange Shades,None,Chef's Hat,Nothing,Fantom Sweater
2021,ArtsyApe 2021,artsyape-2021.jpeg,Turned,Sprayed Wall,Loose,None,Septum Piercing,Luart Helmet,Nothing,Keikogi
2022,ArtsyApe 2022,artsyape-2022.jpeg,Albert,Rainbow,Blue And Orange,Pilot Sunglasses,None,None,Nothing,Thorchain Hoodie & Jacket
2023,ArtsyApe 2023,artsyape-2023.jpeg,Whitney,Space Silver,Purple And Green,None,None,Red Cap,Nothing,Black Turtleneck
2024,ArtsyApe 2024,artsyape-2024.jpeg,Jeff,Rainbow,Purple And Green,None,None,None,Nothing,Colorbomb Tee
2025,ArtsyApe 2025,artsyape-2025.jpeg,Gordo,Red & Green Aura,Orange And Blue,Clear Lenses Round,Silver Necklace,Gold Halo,Bubblegum,Stebo Tee
2026,ArtsyApe 2026,artsyape-2026.jpeg,Robin,Deep Blue,Orange And Blue,None,None,None,Nothing,100 Emoji Swag Tee
2027,ArtsyApe 2027,artsyape-2027.jpeg,Jeff,Rainbow,Orange And Blue,None,None,None,Respirator,White Tee Blue Shirt
2028,ArtsyApe 2028,artsyape-2028.jpeg,Ham,Sprayed Wall,Yellow And Blue,None,None,None,Nothing,Versace Tee
2029,ArtsyApe 2029,artsyape-2029.jpeg,Juanita,Rainbow,Brown And Orange,None,None,Gold Halo,Nothing,_APES_ Sweater
2030,ArtsyApe 2030,artsyape-2030.jpeg,Ham,Mountains,Yellow And Blue,Pilot Sunglasses,None,Luart Helmet,Nothing,ApeCoin Tee
2031,ArtsyApe 2031,artsyape-2031.jpeg,Jeff,Half-Sprayed Wall,Green And Orange,None,None,None,Ganja,100 Emoji Swag Tee
2032,ArtsyApe 2032,artsyape-2032.jpeg,Robin,Half-Sprayed Wall,Purple And Green,None,Bitcoin Chain,Propeller Hat,Nothing,None
2033,ArtsyApe 2033,artsyape-2033.jpeg,Albert,Ones & Zeros,Purple And Green,Orange Shades,None,None,Nothing,Orange Hoodie
2034,ArtsyApe 2034,artsyape-2034.jpeg,Gordo,Rainbow,Green And Orange,None,None,None,Cigar,Banana Bonanza Hoodie
2035,ArtsyApe 2035,artsyape-2035.jpeg,Turned,Brick Wall,Loose,Pilot Sunglasses,Silver Necklace,Visor Cap,Lollipop,Thorchain Hoodie & Jacket
2036,ArtsyApe 2036,artsyape-2036.jpeg,Lou,Rainbow,Blue And Orange,Pilot Sunglasses,Jägermeister Chain,None,Nothing,Thorchain Hoodie & Jacket
2037,ArtsyApe 2037,artsyape-2037.jpeg,Jeff,Mountains,Green And Orange,Clear Lenses Round,Golden Earring,Beer Helmet,Cigar,Hawaii Shirt
2038,ArtsyApe 2038,artsyape-2038.jpeg,Juanita,Bright Sky,Orange And Blue,Pilot Sunglasses,None,None,Nothing,Stebo Tee
2039,ArtsyApe 2039,artsyape-2039.jpeg,Jeff,Red & Green Aura,Brown And Orange,None,Silver Necklace,Orange Beanie,Nothing,Stebo Sweater
2040,ArtsyApe 2040,artsyape-2040.jpeg,Whitney,Abstract Red_Blue,Yellow And Blue,Flower Power,None,None,Nothing,Jägermeister Hoodie
2041,ArtsyApe 2041,artsyape-2041.jpeg,Gordo,Bright Sky,Orange And Blue,Flower Power,Golden Nose Ring,None,Respirator,Green Puffer Jacket
2042,ArtsyApe 2042,artsyape-2042.jpeg,Whitney,Brick Wall,Orange And Blue,Deal With It,Cross Necklace,None,Nothing,ArtsyApes Tee
2043,ArtsyApe 2043,artsyape-2043.jpeg,Lou,Abstract Red_Blue,Blue And Orange,None,Bitcoin Chain,Red Cap,Cigar,_APES_ Sweater
2044,ArtsyApe 2044,artsyape-2044.jpeg,Lou,Bright Sky,Green And Orange,Flower Power,None,None,Pizza,Blue Camo Shirt
2045,ArtsyApe 2045,artsyape-2045.jpeg,Robin,Deep Green,Orange And Blue,Orange Shades,Golden Earring,None,Nothing,Hawaii Shirt
2046,ArtsyApe 2046,artsyape-2046.jpeg,Lou,Ones & Zeros,Grey And Yellow,None,None,None,Nothing,Thorchain Hoodie
2047,ArtsyApe 2047,artsyape-2047.jpeg,Jeff,Bright Sky,Blue And Orange,None,None,None,Nothing,Jägermeister Urban Hoodie
2048,ArtsyApe 2048,artsyape-2048.jpeg,Jeff,Space Silver,Blue And Orange,None,None,None,Lollipop,Stebo Sweater
2049,ArtsyApe 2049,artsyape-2049.jpeg,Lou,Abstract Red_Blue,Green And Orange,None,None,ArtsyApes Cap,Respirator,White Plain Tee
2050,ArtsyApe 2050,artsyape-2050.jpeg,Robin,Abstract White_Blue,Orange And Blue,Pilot Sunglasses,Golden Nose Ring,None,Nothing,Derby Stars Turtleneck
2051,ArtsyApe 2051,artsyape-2051.jpeg,Whitney,Rainbow,Green And Orange,3D,None,ArtsyApes Cap,Nothing,"3,3 Tee"
2052,ArtsyApe 2052,artsyape-2052.jpeg,Juanita,Red & Green Aura,Green And Orange,None,Golden Nose Ring,None,Nothing,Thorchain Hoodie & Jacket
2053,ArtsyApe 2053,artsyape-2053.jpeg,Ham,Matrix,Orange And Blue,None,None,None,Nothing,Plain White Shirt
2054,ArtsyApe 2054,artsyape-2054.jpeg,Whitney,Gold Flakes,Grey And Yellow,Orange Shades,Silver Necklace,None,Nothing,Rainbow Pin Suit & Tie
2055,ArtsyApe 2055,artsyape-2055.jpeg,Whitney,Deep Green,Orange And Blue,None,None,Orange Beanie,Nothing,Blue Jacket
2056,ArtsyApe 2056,artsyape-2056.jpeg,Ham,Gold Flakes,Orange And Blue,Green Cybernetic Visor,None,Beer Helmet,Nothing,Plain White Shirt
2057,ArtsyApe 2057,artsyape-2057.jpeg,Robin,Red & Green Aura,Brown And Orange,Clear Lenses Round,Golden Earring,Orange Beanie,Nothing,_APES_ Sweater
2058,ArtsyApe 2058,artsyape-2058.jpeg,Robin,Deep Blue,Orange And Blue,None,None,Propeller Hat,Nothing,Clown Suit
2059,ArtsyApe 2059,artsyape-2059.jpeg,Albert,Sprayed Wall,Grey And Yellow,None,None,Orange Beanie,Nothing,Stebo Tee
2060,ArtsyApe 2060,artsyape-2060.jpeg,Bruno,Rainbow,Green And Orange,None,None,None,Nothing,Blue Camo Shirt
2061,ArtsyApe 2061,artsyape-2061.jpeg,Whitney,Abstract White_Blue,Blue And Orange,Orange Shades,None,None,Party Whistle,_APES_ Sweater
2062,ArtsyApe 2062,artsyape-2062.jpeg,Albert,Space Gold,Grey And Yellow,None,Rose Necklace,None,Nothing,Catchphrase Ripped Tee
2063,ArtsyApe 2063,artsyape-2063.jpeg,Gordo,Bright Sky,Green And Orange,None,Septum Piercing,None,Nothing,Versace Tee
